"{20195, 145.350844602495, 126.361575052567, 112.326027993925, 2.64619930144759, 6.9629204049493, 5903.62553381954, 61.9160270049672, 95.3489075348119, 7.42953883648194, 19.3904668550726, 148.014216488459, 6.45711895788737, 263.94859908021, 1.08818622480144, 10.8807740617896, 82.3088409731399, 76.9719737684883, 2.16307313792588, 0.155293906753398, 26.8586848967427, 0.0301043367880798, 421.03871807917}","{40355, 127.955577635552, 114.490971578852, 104.538871449987, -0.210624087465667, 3.38602809333027, 4624.34630570821, 43.9024213135705, 105.332375011371, 7.46793098170856, 13.6136759835083, 144.776001650934, 0.755370958701354, 272.883926410088, 1.00862683977565, 10.0852597709168, 49.4704155217751, 45.0800017868433, 1.48539475064679, 0.157200843773171, 22.3968621586098, 0.0203822090639225, 534.115641205877}"
"{20195, 142.516076044316, 123.305961249987, 109.107180749831, 3.01246701489145, 7.85772501870677, 5949.47015026244, 62.6361105279429, 94.9846677917253, 7.42604711075292, 19.3894068728854, 146.889401014731, 10.0742573886933, 276.00208002793, 1.04048748281322, 10.4038343406494, 82.4960383436098, 77.0343242524528, 1.83494846370439, 0.165661382047247, 25.6251136733957, 0.0310639790035862, 497.623994623568}","{40355, 127.441331159499, 112.055289063416, 100.682997079355, 0.760491999464195, 4.87756009028879, 5051.13587677105, 50.1674166779239, 100.685588600256, 7.46621210449743, 14.293655710966, 143.844307487981, 2.35414274118796, 277.078282644749, 0.865059654648348, 8.64973148682883, 59.2619623866871, 54.4912049587073, 0.665633961475348, 0.152889441224217, 18.44302814999, 0.0205842040943451, 1084.98449089749}"
"{20195, 141.641198039267, 123.458788160912, 110.019615642127, 2.23418405527126, 7.88524032131926, 5643.19194983213, 59.2851967309038, 95.1872012071858, 7.42770683008001, 18.823586938303, 146.422966091241, 5.40098669415963, 300.998767128057, 1.46012438649634, 14.5997837405769, 86.169560532431, 84.7240329800514, 1.8616813868381, 0.166455647574558, 26.0030353411503, 0.0306806076542637, 493.578225357645}","{40355, 127.90394392681, 112.539493186843, 101.183160031215, 0.590975276699087, 5.4159910490783, 4978.27325217617, 50.0970163402577, 99.3726496277515, 7.46200531606788, 14.0795945823033, 143.257784924151, 1.70864441085558, 323.471412187942, 1.53861935414692, 15.3846549221151, 73.4765574469424, 66.4600827130163, 1.30293753025836, 0.147772154787939, 21.4856342521199, 0.0214656891041727, 587.052274298039}"
"{20195, 139.419467794438, 121.082339637209, 107.528810129692, 2.30071045170518, 7.85522373158418, 5678.77535931267, 59.789668011787, 94.9792087521401, 7.4292339982639, 18.7958085618087, 146.397868394656, 6.83999875249424, 282.663054462256, 1.18936659648751, 11.8924765982786, 79.6959189702655, 76.2116257683544, 1.87116723648056, 0.16624800444719, 25.7611908039726, 0.0300129478185941, 487.88673915019}","{40355, 120.815825534128, 109.038037654805, 100.332716178784, -0.945492075346929, 3.42662396764786, 4060.57850875485, 38.4024161897117, 105.737578820436, 7.47312537422728, 12.089340222703, 137.821907634842, 0.478532394753565, 358.65400462254, 1.61404692245782, 16.1388551776558, 48.5806878609899, 43.3301708386068, 0.626507953933716, 0.134268957211791, 21.1535104948367, 0.0190356028064568, 1135.84050110257}"
"{20195, 139.261346448572, 122.113540929612, 109.439075980815, 2.03566352658875, 6.97573749424011, 5301.63453681635, 55.9117867486326, 94.8214114610817, 7.42057524194971, 18.301362345165, 144.625783463127, 3.64192779926492, 306.2632537302, 1.3703277641499, 13.7019073137349, 82.3762034115437, 78.1953522369077, 1.81294670528464, 0.170575077858109, 26.0336011409804, 0.032999180437919, 513.723079980801}","{40355, 118.674698710973, 107.721674031008, 99.6259601371212, -1.09114569436716, 2.79856603120562, 3638.94767526334, 35.7132100362102, 101.893603839413, 7.45991253423689, 12.3593441833884, 135.806294169892, 0.192991690057578, 390.740876044986, 1.63742071966666, 16.372569775947, 48.4443042965278, 42.4649764868752, 0.654485377561839, 0.142062220532635, 20.5911137661149, 0.0218832072832333, 1107.09692586247}"
"{20195, 138.916729350107, 120.105596218691, 106.201715208514, 2.66732397107811, 7.61924205503425, 5842.88374902209, 61.3351990131304, 95.2615112208452, 7.4314555704902, 18.9430097072341, 147.548908223792, 8.45589312328147, 274.299277068417, 1.25248159149108, 12.5235634333193, 81.7184839128299, 79.2955091571697, 2.16805501814236, 0.164121908506716, 26.874751879326, 0.029400186082856, 427.089078938239}","{40355, 125.953909199034, 110.112986643896, 98.4044786683593, 0.864944906310945, 5.1374428840051, 5186.18299374386, 51.6505906732594, 100.408977441353, 7.46736393206365, 13.9912811243546, 144.933559869443, 2.68469776074087, 276.252063583653, 1.22059572421013, 12.2047366463771, 69.3258404735161, 63.5444970842502, 0.912805565036293, 0.152613636274362, 19.0306142659744, 0.0203265378135319, 801.919335972567}"
"{20195, 142.866141928747, 127.085884857354, 115.422216587194, 0.89063769109886, 5.37664370714825, 5064.17804865799, 51.4527860278535, 98.4237869241238, 7.43472359210563, 18.1290470711074, 146.384148503008, 1.89130309707084, 279.594901122334, 1.13056112983242, 11.3044807371944, 66.0860938447379, 60.1238893249119, 1.98924868369949, 0.167665906654613, 29.6740406018026, 0.0286738461111495, 489.466262191987}","{40355, 91.8401880075693, 79.6665580959191, 70.6686577264385, -0.993495957969946, 1.64993643918246, 3190.1149426187, 39.6930906887402, 80.3695274735472, 7.49659302519604, 10.0211369721315, 134.76034239509, 0.301162674855144, 326.056423924529, 0.75387338775242, 7.53798000413645, 22.0724683104375, 19.6051842857661, 0.783457511426914, 0.105243403025912, 14.2773499351013, 0.0146190802384475, 662.071359273319}"
"{20195, 136.812598310877, 119.671346733324, 107.001726002089, 1.95098443269799, 7.11299775406395, 5369.39602729538, 55.8904171002602, 96.0700654221882, 7.43353965132975, 18.2053529357525, 146.322852465674, 5.11023214623188, 274.68033124168, 1.08710315707296, 10.8699444675725, 76.5737049033159, 70.1225621531717, 2.08032552573882, 0.170160658033627, 27.273256973312, 0.0289079613201362, 452.370931806653}","{40355, 110.634968473217, 99.6690171719112, 91.5637488187718, -1.12312045436457, 2.72351318030966, 3620.58470664878, 35.7553583154763, 101.259919553978, 7.47772554647602, 11.116746134159, 136.007187202271, 0.248513858832159, 314.28960888694, 1.04005257161866, 10.399485663615, 35.8223842796768, 31.804658847923, 0.982200342138693, 0.165685525838786, 17.8115312379681, 0.0184376601633012, 729.573935176209}"
"{20195, 138.061086596963, 121.833656125724, 109.839468386112, 1.43711394139512, 5.63019412134381, 5073.33688056353, 52.9108305423113, 95.8846578018941, 7.43234989775266, 17.8098053707929, 145.578889068384, 3.84989460172862, 283.321795437603, 1.12458128234804, 11.244688242198, 70.1256879992868, 63.8118420366973, 2.02239174111508, 0.166989813355774, 27.4463961873175, 0.0294797852826341, 463.675345274744}","{40355, 105.400755164039, 94.6443623919875, 86.693985125689, -1.1832634040248, 1.77579689328365, 3332.87176921468, 35.072076026899, 95.0292126037389, 7.48785118953561, 10.5126619686931, 135.186668846733, 0.224661806160448, 326.628343866435, 0.971190131611866, 9.71093012598704, 29.9501332897295, 26.4056297445135, 1.0719451002597, 0.146066555460096, 14.91675077467, 0.016625225194214, 579.850321150182}"
"{20195, 141.371722135533, 124.524808300118, 112.072741552202, 1.99526946264045, 6.54828579475216, 5203.99067848473, 54.9307054303139, 94.7373720711927, 7.41443811842794, 18.3753273371195, 143.673240671689, 6.25757070893234, 322.533999934743, 1.48075361156896, 14.806055362078, 81.5733465510247, 78.5190388657787, 1.6351689125004, 0.165645163056908, 25.4957279428406, 0.034899690265962, 560.317576615443}","{40355, 129.443191599823, 114.105245237487, 102.768502274022, 1.04617732536229, 5.02028724089019, 4809.88715879908, 50.010596704323, 96.17735991507, 7.44960123928738, 15.0212004841308, 142.763123040144, 2.87416572076359, 344.853930120239, 1.4568324848579, 14.5668680160942, 75.5929103427912, 67.9266831602323, 1.30448407485529, 0.136993765657564, 20.3691450400377, 0.0243593078410767, 563.264424856648}"
"{20195, 138.171778608677, 119.708354837734, 106.061476398342, 2.55965045952018, 7.52165393201209, 5736.24019974923, 60.2014649273438, 95.2840633807201, 7.43175465541869, 18.7536607287542, 147.320539685649, 6.19169531282158, 261.979100222862, 1.03674555894906, 10.3664188439316, 77.5664087681269, 74.7218388346996, 2.18667980617795, 0.165897069196344, 26.814158450621, 0.0291641542603743, 423.841016038497}","{40355, 123.369930535309, 112.467095084315, 104.408477577059, -1.08306651514083, 3.09307376395459, 3976.18177784679, 35.5495640545586, 111.848960278232, 7.47394753457175, 12.1262555600908, 140.178178949911, 0.300815723639217, 335.084884435552, 1.45231905278862, 14.5217382088334, 44.0737637680751, 39.1541619928827, 0.910787777185196, 0.128088533309295, 19.9695525342966, 0.0189167005747697, 747.315538753862}"
"{20195, 143.39827381541, 126.641593548403, 114.256221177136, 1.31439668006379, 5.90304915507675, 5261.6827615368, 54.6364916879909, 96.3034521247145, 7.42461384012412, 18.3319272784373, 145.816686541521, 2.63721443539102, 286.655654073865, 1.22054470506153, 12.2042265059102, 81.6693916720315, 78.5694453649225, 2.02420966755628, 0.15958118918058, 27.3963770342635, 0.0316749808369559, 458.457136429841}","{40355, 116.271644391266, 103.624291078825, 94.2762473261511, -0.692342616969637, 2.789357246807, 3996.87130205411, 41.2377035975793, 96.9227418931431, 7.46665093633042, 12.1097294973319, 140.508760027795, 0.331850410356722, 301.254243859256, 1.06962967449299, 10.6952271152554, 50.7984482272868, 45.1839694425901, 1.50327089629993, 0.158650247709048, 17.3403994428024, 0.0209264472684683, 469.505783117123}"
"{20195, 141.095201583309, 123.514496270709, 110.520061909221, 2.10729737889121, 6.70431816937016, 5437.88585128565, 57.3232910323033, 94.8634621871457, 7.42067236023091, 18.5484163337502, 145.205292802916, 3.52912986012381, 293.172822246658, 1.22794867011775, 12.2782587525074, 86.3591373250432, 81.6004315854293, 1.85952712904558, 0.163005978178157, 26.1667798290457, 0.0329993754917037, 494.113825363789}","{40355, 120.111511112622, 109.082057818823, 100.929853210363, -1.05569663092681, 2.61794048516927, 3738.90570928935, 35.9624116237519, 103.967046159383, 7.45950430002838, 12.5389665063546, 136.904037506218, 0.187177302528822, 379.865188398581, 1.56143491704277, 15.6127877355107, 51.0612541637689, 45.0243357320541, 0.639217684649817, 0.134390352575385, 20.1745818845303, 0.0220036721291598, 1098.65059665832}"
"{20195, 137.098137347523, 120.902621108123, 108.932022148566, 1.18129035710995, 5.90946468524691, 5089.83363040638, 52.8067716455111, 96.3860026243253, 7.43294023543862, 17.4837616922386, 144.551595217137, 3.26066843424855, 301.182964472238, 1.28739960032808, 12.8727086036805, 74.9025570914333, 67.9825029068959, 1.72600702791947, 0.172217874049815, 27.1321951903941, 0.0293722909526077, 544.981598451518}","{40355, 86.7525161742751, 75.0444075392275, 66.3905881133227, -1.09578739772748, 1.62964655542043, 3004.30308125964, 38.175221459609, 78.6977250266464, 7.48714045727297, 9.96326461708561, 132.959328134043, 0.149862796619501, 368.536042388296, 0.83660897571824, 8.36525314820669, 20.4527580954108, 18.0142368456104, 0.798783514629944, 0.0939381197889904, 13.6455406668599, 0.0162162133815631, 607.61598833735}"
"{20195, 138.546115741261, 120.779228838628, 107.647181997552, 2.13018231095048, 7.38949772372644, 5516.65035216083, 57.9303509471629, 95.229016602928, 7.42842740559032, 18.5202401919556, 145.076114948112, 4.46951634667342, 302.796503063494, 1.16548050036078, 11.6536395231075, 78.7680988966263, 73.8189875720813, 1.49233564217391, 0.16829607371656, 24.5590480443244, 0.0304593721089606, 600.463288570688}","{40355, 120.725592998795, 109.241660669601, 100.75353677411, -1.01349219502878, 3.22541985422301, 3921.6393798623, 37.4442767452464, 104.732678014943, 7.46839628646772, 12.2726551615008, 136.729211964123, 0.305180709149384, 401.743870393321, 1.65379271367259, 16.5362733440122, 49.7117711548621, 44.0215754589416, 0.501287139493931, 0.11524127983107, 21.674196512196, 0.019824066343252, 1360.14433787681}"
"{20195, 139.718597878801, 121.106631779692, 107.349961184699, 2.38748370213619, 7.89965164446482, 5786.37237660897, 60.685799028659, 95.349694149637, 7.43156573803481, 18.7616558558792, 147.282346301518, 7.50617102396161, 272.485721285871, 1.1986741344904, 11.9855426707695, 84.5654310972229, 79.4044877058032, 2.17877973180486, 0.163838689717362, 26.8516434764605, 0.0293197721613072, 424.068378188746}","{40355, 122.201477727156, 110.579765313816, 101.989803964825, -0.966753914871644, 3.44506749478723, 4113.26894306525, 37.8935196920774, 108.548083590272, 7.46867804846332, 12.4045145366101, 140.153252590902, 0.455938002092231, 328.981577274139, 1.44440453808582, 14.4426009763201, 49.6062773636151, 44.6372127273276, 0.889779560022629, 0.134185336523465, 20.9577256071443, 0.0198466708204352, 800.474939832736}"
"{20195, 141.083547655376, 124.571572060795, 112.367068360452, 1.39399680601204, 6.26799184748816, 5155.87234642884, 53.8386125980988, 95.7653271067186, 7.42782669398788, 18.0420309050446, 144.403529849315, 2.8771740754049, 312.431302758037, 1.3115984209185, 13.1146726107641, 78.3920880939361, 71.3314714384757, 1.55209819822725, 0.163123176567707, 26.1744990279044, 0.030771825657905, 586.95856067871}","{40355, 111.146703677389, 99.3619101645804, 90.6514106116346, -0.940369495147721, 2.54877093634298, 3615.38294175158, 38.4252586161125, 94.0887081039861, 7.47951320229376, 11.0155708908929, 135.895301181409, 0.2668948483585, 346.820924095475, 1.17451548458141, 11.7439803303295, 39.032993320912, 34.7421248253615, 1.02672569296601, 0.160319367921883, 16.0764602781299, 0.0185252063229773, 659.327911739282}"
"{20195, 138.24142484526, 121.264150012799, 108.715729484459, 2.17921270811797, 7.14717615268231, 5233.2957044945, 55.3557578522751, 94.5393199829423, 7.41621265871853, 18.3349491937885, 144.789258761005, 10.7530406202193, 304.504295803994, 1.47771637269124, 14.7756860105397, 81.9642576713861, 78.5020148222573, 2.10802803616953, 0.16334619417901, 26.5697902862789, 0.0341235054528699, 440.692558764204}","{40355, 127.40376105597, 116.594817419547, 108.605598210017, -0.919847481839809, 3.44619571136243, 3796.43277776517, 35.2434223090216, 107.720321383016, 7.46877058407036, 12.4453121344525, 139.330321476763, 1.04974047538329, 366.488325062045, 1.80522447542797, 18.0504395298042, 51.994618638598, 45.8363179452534, 0.943232952838505, 0.125865246429914, 21.0302132042962, 0.0202700365559019, 740.916072946391}"
"{20195, 140.900917613838, 124.658357855758, 112.652987599785, 1.17957363325599, 6.06638880904564, 5109.73974664269, 52.9601607880152, 96.4827083342054, 7.42951992825316, 17.911025062834, 144.31205314107, 2.30489457676256, 307.168679451196, 1.21951562317317, 12.1939367161086, 76.2806106219373, 69.0725913807767, 1.53518325444328, 0.166070651466173, 26.6944768699553, 0.0301759707400311, 601.437829582472}","{40355, 95.6553326415402, 83.8318222838151, 75.092705932453, -1.05568767720707, 2.00748610871063, 3159.31329432841, 38.5514979750869, 81.9504678228082, 7.49298904972872, 10.1061459808217, 133.809962275478, 0.217837773338773, 370.476307780497, 0.924918662742003, 9.24826170875729, 25.7917251755628, 22.6636933881421, 0.900134503943398, 0.103920434171741, 15.1459965924758, 0.0157513793138456, 590.970628330186}"
"{20195, 137.580540852746, 120.218592444965, 107.385847969649, 1.95000028154588, 6.7941295873049, 5453.01807196772, 56.6100167069934, 96.3260283103587, 7.43511040287373, 18.2708129099908, 146.87690641769, 4.79120737558426, 267.697535491148, 1.07401664388086, 10.7390924221647, 73.0952726128604, 67.294769116147, 2.1383376628579, 0.168282929047464, 27.9463957201757, 0.0283715560407924, 442.699948147415}","{40355, 114.76548152557, 103.672061518112, 95.4725771647729, -1.07940029569267, 2.60914035818351, 3796.17771446211, 36.170980192435, 104.95092182368, 7.47600115209761, 11.6825622345462, 139.351960997506, 0.287224201981733, 295.564993221294, 1.05595921632693, 10.558536204053, 35.4968658921866, 31.7841437890972, 1.21587655859112, 0.157078788721832, 18.2409907048776, 0.0185372987534211, 583.586817078461}"
"{20195, 146.781642908752, 126.391251903073, 111.320093333659, 3.57544212124161, 7.84277241948784, 6290.90502339418, 66.4844951950374, 94.6221371605413, 7.42561901615735, 20.0141661778462, 148.461613120769, 11.0182288374308, 262.508187295842, 1.04628583344941, 10.4618120486607, 81.2525591844246, 79.0666998723141, 2.24419668762305, 0.163439451863073, 26.1797326943398, 0.0313531526545325, 410.32155599545}","{40355, 131.762919056191, 114.190309246017, 101.201858516758, 1.76621011685057, 5.43267004315486, 5572.1347051581, 57.2968950013474, 97.2502036109823, 7.46008262478395, 16.3483728534638, 147.879867091835, 4.15801916018454, 253.846451832943, 0.737269676810904, 7.37195949843223, 63.8415011440674, 59.1019318892314, 1.74815209272532, 0.160838107767269, 23.2987989914512, 0.0220221269584855, 478.162656909262}"
"{20195, 145.574534763693, 125.840157028541, 111.253877832993, 3.3655057215677, 7.42286367985864, 6101.63997815784, 64.3455116355732, 94.8261941363532, 7.42497208881144, 19.7906890148779, 147.258826264086, 7.97768717135753, 276.1482021625, 1.10990197297071, 11.0979098277341, 83.5098104484879, 81.1462900986873, 1.80789913713353, 0.168374741607855, 25.0654249523039, 0.0315130281558243, 504.39062830851}","{40355, 130.897016902557, 113.535800763326, 100.703597529982, 1.74228981124906, 5.20770308144439, 5491.277531973, 56.6076290870168, 97.005962279958, 7.46004373323037, 16.0840612273305, 146.624402397703, 2.95995762976378, 275.754411525324, 0.868058423897847, 8.67971618055457, 71.3252050178014, 65.8891056348246, 1.54535741096051, 0.158546725788828, 22.7436163496087, 0.0220207400152316, 530.676253997206}"
"{20195, 139.538217522191, 122.863027707904, 110.537887410388, 1.95031717632384, 6.52521406088435, 5140.85322724967, 54.3707855712785, 94.5517555656826, 7.41442437971914, 18.2249486992364, 143.708458894302, 4.23532889545836, 318.96904246496, 1.51239072145662, 15.1223948238447, 82.650277862607, 78.257925536727, 1.82441458174144, 0.169010486485047, 25.9341173014739, 0.0348362094680029, 509.839540773821}","{40355, 126.362711242087, 116.3937185206, 109.025332596022, -1.26624960482733, 2.7022877739422, 3457.11847672961, 32.5046953982634, 106.357510334162, 7.4570442414165, 12.7668912882283, 136.270887011951, 0.23333275225171, 477.870673196311, 2.40130945681183, 24.0106932586615, 51.6263909504232, 44.3075988622722, 0.422027900157415, 0.09595545103697, 19.9874325868996, 0.0226428916383807, 1469.68913784014}"
"{20195, 142.276059987984, 123.478320517239, 109.584339169297, 2.80773749761905, 7.31213583876547, 5808.7954024858, 61.2915279149013, 94.7732190744351, 7.41869895801494, 19.224184404162, 146.361055376609, 7.86517917723776, 278.445304861262, 1.20173682651266, 12.0161665283001, 85.5478403263418, 83.9916418632322, 2.05435622386865, 0.164653811500515, 26.2703833300965, 0.0339082795337227, 452.26114097835}","{40355, 130.68223892195, 112.730716679571, 99.462200239552, 2.04643499834357, 6.02423687228997, 5576.20183426123, 58.5323691897149, 95.2669764004881, 7.45691073474774, 16.2813143920149, 147.052817104974, 5.24885330039606, 286.219005568406, 1.13257691171844, 11.3246365402727, 82.2456894728768, 76.7430252981699, 1.76091427725693, 0.14849388916839, 22.1613175613855, 0.0227222960056572, 450.650822000024}"
"{20195, 140.262004682371, 123.165963466159, 110.529759088959, 2.03359874110878, 7.23927373071734, 5284.27999991692, 55.7430051133807, 94.7971855691804, 7.41332841243096, 18.3234702347281, 143.302820260343, 3.7843783151769, 334.127972504064, 1.59941465589783, 15.9925471443224, 85.1613004715186, 81.8316900350019, 1.53471614327053, 0.167368822500708, 24.7626257990474, 0.0353009755167022, 591.142977920504}","{40355, 131.075767450462, 114.687382016591, 102.574227565469, 1.50105150983888, 6.19869782931259, 5089.48506300943, 53.4356370277159, 95.2451462376995, 7.45052408029722, 15.6965574681744, 143.636506755057, 2.46029652000984, 369.095698184012, 1.78952311017968, 17.8934415786866, 82.7038384249886, 75.7759615356436, 1.30730084404563, 0.138766930535397, 21.031810953196, 0.0242262160141773, 576.784027629503}"
"{20195, 142.135730593011, 124.740756921462, 111.883602468578, 1.64050963737351, 6.72462000481179, 5419.90475258668, 56.7176982119582, 95.559321401445, 7.43079054377163, 18.4504135735013, 145.528831140216, 5.37003593476623, 293.335338935732, 1.0941288124464, 10.9401939956516, 72.3731556001918, 66.4752104622964, 1.59477242285172, 0.163511257420865, 26.3686865853903, 0.0297528605750709, 573.629736062334}","{40355, 115.469018014087, 102.945401999116, 93.6888162489194, -0.725445612480056, 3.04083335480288, 3985.01981568227, 40.8342482760617, 97.5901353379001, 7.47459213039186, 11.8860920426847, 138.079066851739, 0.590958843770787, 321.898088762476, 0.986281980790721, 9.86183352592642, 38.5121770022211, 34.7535014609369, 1.0166097276645, 0.157862982582201, 18.020155681206, 0.0190422490432631, 696.841763448086}"
"{20195, 136.898129782639, 120.076153572539, 107.642518982466, 1.93489782186794, 6.72945040215837, 5205.22318985245, 54.8493943151914, 94.9002856793768, 7.42124359065294, 18.0520185824175, 144.974928271754, 5.77101923199325, 308.123470650562, 1.57123153799743, 15.7107441484363, 83.2374778596503, 76.5626900319707, 2.12483905083173, 0.164368706644046, 26.6491437489204, 0.0327808922502686, 436.929709798781}","{40355, 114.524128053096, 104.00570147307, 96.2312122617466, -1.18875546350548, 2.53662264304723, 3514.24353650333, 34.2961682894808, 102.467526600667, 7.46721256412226, 11.8124202087162, 137.6050427439, 0.282133771046159, 350.128080646916, 1.51477176833173, 15.1462029115489, 42.5004686602626, 37.4403467888411, 1.09938210511715, 0.142546522222307, 18.6757506579067, 0.0202209117951814, 627.927764699461}"
"{20195, 137.049974245388, 120.105405245414, 107.581158593259, 2.07705776052082, 6.61301092948067, 5222.91121031128, 55.2491178784668, 94.5338389257234, 7.41314401570776, 18.1124404974272, 142.991612935631, 4.70948728491318, 350.628088869949, 1.90684898400891, 19.0665829911051, 86.025659416074, 82.5022011825626, 1.58582339708286, 0.170014638003931, 24.778057909037, 0.0354295805664262, 575.71191007996}","{40355, 124.29336087446, 110.836375505411, 100.889908058723, 0.153713879707327, 4.10302279637765, 4384.89697614844, 43.8775734540369, 99.9348102223966, 7.45821487264679, 12.8658655285098, 137.74414145738, 1.13771179799833, 405.583365154895, 2.32697422679512, 23.2674152937244, 68.3801752212127, 60.3386964875122, 0.950895069052297, 0.138748047751972, 21.9546028922172, 0.0224049838894115, 788.828164057496}"
"{20195, 137.785921262674, 119.742973505767, 106.406881685445, 2.6214834941858, 7.99354506654289, 5599.40061560818, 58.8304693673756, 95.1785813681324, 7.42667770999786, 18.7181684933991, 144.688747104301, 6.23782008378458, 313.43305967269, 1.17071952329211, 11.7060245133978, 77.6875178353639, 71.5433631242562, 1.3117339142908, 0.160125362891316, 23.19108038832, 0.0306002854717533, 653.494269217333}","{40355, 125.821496888248, 110.860827243863, 99.8029409849707, 0.670115770966628, 5.32434864558068, 4891.75178636364, 48.7804558926606, 100.280977224316, 7.47047430276057, 13.6186080868404, 140.555483747574, 1.85067208480259, 320.075276924975, 1.09748920845333, 10.9737945953248, 60.433595286185, 55.3943424462954, 0.800517828508258, 0.14873668522999, 23.198560991803, 0.0196793596419124, 986.099947212016}"
"{20195, 139.319340039863, 121.997503826842, 109.194407495478, 1.85585022583614, 6.69833237521597, 5363.66208018521, 56.4792276986314, 94.9669869567848, 7.42514510441199, 18.2848890488305, 145.584882074271, 5.44654317574147, 304.739954829594, 1.50359394413252, 15.0344358473811, 85.8126474826893, 78.3370874713471, 1.9798240519124, 0.163900621991647, 26.4855338257965, 0.0315564544518315, 466.023970547716}","{40355, 113.90273159175, 102.24179453684, 93.6228410614706, -0.960554968451009, 2.65935898028308, 3764.46737944912, 38.0214147625198, 99.0091347984244, 7.46844883621891, 11.7387160538, 136.906086886093, 0.319702048379758, 344.585087830867, 1.46920459386552, 14.6905767340613, 45.5781511956307, 40.5390289049022, 0.992820352369703, 0.158833711748178, 19.2986089620156, 0.0202538270720389, 739.036297907612}"
"{20195, 141.961357472458, 122.250510786008, 107.681624104719, 3.12751566616575, 8.08629226268863, 6093.3154585084, 64.2687867756148, 94.8098721667539, 7.42726657101329, 19.5189668653381, 147.959478812448, 13.2368564451617, 271.679473848857, 1.26224187977163, 12.6211565558365, 86.6602858068535, 85.4272522416367, 2.22745147022545, 0.165273422143249, 26.173646795872, 0.030573485606317, 413.537800016886}","{40355, 128.355025664526, 111.165271310357, 98.4598007007539, 1.43255811949412, 5.7741550664167, 5479.05192362297, 56.0485642695788, 97.7554375393127, 7.46364324411576, 15.095573663649, 146.868785718168, 5.10581779511209, 261.162876249922, 1.01093357798369, 10.1083248462589, 70.9624303418539, 65.7017432894825, 1.95397672311589, 0.158007795963429, 23.5720572887561, 0.0211613217107868, 423.716268994011}"
"{20195, 147.382648100071, 128.403044325538, 114.374641535665, 2.57216336161862, 7.71150558138976, 5863.92512170668, 61.8845109738335, 94.7559418250249, 7.41723415610236, 19.3516026638287, 145.352958949753, 11.339452850649, 297.20625606262, 1.18098873358805, 11.8087063471469, 87.2238725299253, 85.9753097548647, 1.5813271567639, 0.168087717761205, 24.2645136403664, 0.0342272642300593, 570.40727026958}","{40355, 135.224640145535, 117.071420172614, 103.653822801324, 1.88134750678692, 6.43986470127678, 5617.29108374267, 59.1900207175047, 94.9026713565827, 7.45054978218905, 17.0776425260211, 146.282461845811, 6.93292322117385, 307.719234621118, 1.05371185439517, 10.5360648320973, 85.6019107588399, 81.3536632194557, 1.44601446071287, 0.146718765643605, 21.9098889586896, 0.024184825314318, 547.213493533084}"
"{20195, 139.993301563113, 122.725306809492, 109.962006339425, 1.91268970152162, 7.62198885005588, 5348.59867184643, 56.303673328545, 94.9955545641954, 7.42726720197468, 18.2889164669891, 144.91145110934, 5.81677723116255, 296.19267229398, 1.1392742463612, 11.3916031893657, 77.4670442130105, 70.850209891622, 1.65524659004388, 0.168435548689817, 25.8178834098334, 0.0309411371291736, 554.830074357471}","{40355, 117.719748714688, 106.093510216655, 97.5002035007175, -0.910300040724846, 3.45061777743217, 3797.31289078781, 37.9082773519926, 100.171074921931, 7.46450091555238, 12.2756923397837, 136.446344634049, 0.414690193602858, 349.91177824508, 1.19077581760095, 11.9065674001919, 43.9402843386959, 39.1189900799234, 0.668584638360343, 0.148409858212958, 19.731257696852, 0.0208881204662022, 1078.21137202242}"
"{20195, 142.579658107681, 124.610087216671, 111.328230471141, 2.14987068699418, 7.32999511937478, 5564.6971276304, 58.5912182472385, 94.9749347103339, 7.42881295715387, 18.7855058255294, 146.770024007117, 10.7929386368713, 273.517966367081, 1.08273674104879, 10.8262846737468, 79.4649524796998, 74.0639547133218, 2.06571651312879, 0.161827591600085, 26.9412340756842, 0.0304497558690665, 447.93617667607}","{40355, 126.755351532064, 115.092990912458, 106.472985237097, -0.885454755770311, 3.39743339761569, 4074.14532336121, 38.026056408681, 107.140884649588, 7.46889149626652, 12.9435794421699, 140.548906295453, 0.869925726035947, 327.188059662191, 1.23197202879692, 12.3184883159404, 48.6220222640242, 43.436955745208, 0.823297515875658, 0.132859711613978, 21.2890354111678, 0.0200020660059924, 870.986374938642}"
"{20195, 139.498098708066, 122.491379812485, 109.921196280969, 2.07152066941156, 7.34411709606484, 5249.78365979433, 55.4517625670678, 94.6729809254452, 7.41464866726457, 18.2862940530412, 143.139661509954, 7.98619279735073, 331.288479471087, 1.44603592760101, 14.4589132400825, 84.9472557342713, 77.7406083467301, 1.48491353332169, 0.170701169494175, 24.1982751609231, 0.0345929830714021, 608.243716094268}","{40355, 126.44216077038, 112.409584215437, 102.037679805261, 0.387517698904267, 4.94628911498859, 4507.40030192292, 45.7543343961039, 98.5130777534977, 7.45535438638487, 13.6468663856413, 139.690947491403, 2.23223682228912, 356.118313612615, 1.37779680341861, 13.7765902373827, 66.5875829033278, 59.8178805594541, 1.05940373198527, 0.136141106797237, 21.0922134185162, 0.0229773298993113, 693.274988454962}"
